module,file,line,name,cc,cognitive,length,nested,composable,commits,hotspot
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/theme/Theme.kt,91,JLPTWordsTheme,3,4,0,False,True,2,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailScreen.kt,437,ExampleSection,3,9,62,False,True,22,66
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailScreen.kt,354,KanjiBreakdownRow,3,6,61,False,True,22,66
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailScreen.kt,506,ExampleWords,3,1,0,False,True,22,66
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,149,initialize,3,3,0,False,False,7,21
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,181,playTTS,3,2,0,False,False,7,21
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.ios.kt,67,getValidAd,3,3,0,False,False,8,24
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.ios.kt,44,load,3,4,0,False,False,7,21
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.ios.kt,116,getValidAd,3,3,0,False,False,7,21
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/RewardedAdManagerImpl.ios.kt,53,getValidAd,3,3,0,False,False,5,15
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/TrackingConsentManagerImpl.ios.kt,13,requestAuthorizationIfNeeded,3,7,0,False,False,1,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/util/UrlOpener.ios.kt,10,openUrl,3,4,0,False,False,4,12
android-app,android-app/src/main/java/com/minseonglove/jlptwords/MainActivity.kt,23,onCreate,2,1,0,False,False,7,14
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/datasource/AppVersionDataSource.android.kt,10,getAppVersionName,2,3,0,False,False,1,2
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/datasource/ClipBoardDataSource.android.kt,10,copyToClipBoard,2,0,0,False,False,1,2
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,34,getWordCount,2,0,0,False,False,11,22
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,75,getReadingsUpdateDate,2,0,0,False,False,11,22
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,125,getKanjiUpdateDate,2,0,0,False,False,11,22
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,142,toWord,2,1,0,False,False,11,22
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/KanjiInfoDataSource.kt,29,getKanjiInfos,2,1,0,False,False,3,6
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/LevelDataSource.kt,16,getAllWordCount,2,0,0,False,False,1,2
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/LevelDataSource.kt,31,getWordCountByLevel,2,2,0,False,False,1,2
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/LevelDataSource.kt,40,getRemoteWordsCount,2,0,0,False,False,1,2
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,80,getLastInterstitialAdShowTime,2,0,0,False,False,9,18
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,93,getAdZeroTime,2,0,0,False,False,9,18
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,116,setWordsUpdateTime,2,0,0,False,False,9,18
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,131,setExamplesUpdateTime,2,0,0,False,False,9,18
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,139,getReadingsUpdateTime,2,0,0,False,False,9,18
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,145,getKanjiUpdateTime,2,0,0,False,False,9,18
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,206,observeJapaneseLanguageEnabled,2,0,0,False,False,9,18
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,222,getStudyHelpSeen,2,0,0,False,False,9,18
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/StreakDataSource.kt,15,getAllStreakDays,2,2,0,False,False,1,2
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/StudySessionDataSource.kt,34,getLevelBySessionId,2,0,0,False,False,1,2
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/StudyStatusDataSource.kt,31,setStudyStatus,2,0,0,False,False,7,14
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/TimeDataSource.kt,143,parseHttpDate,2,1,0,False,False,3,6
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/TimeDataSource.kt,177,readUnsignedInt,2,1,0,False,False,3,6
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/WordDataSource.kt,74,getJlptLevel,2,0,0,False,False,18,36
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/WordDataSource.kt,82,getWordWithExamplesForLevel,2,0,0,False,False,18,36
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/WordInitializeDataSource.kt,30,updateWords,2,2,0,False,False,10,20
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/WordInitializeDataSource.kt,71,syncReadings,2,0,0,False,False,10,20
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/WordInitializeDataSource.kt,116,insertExamples,2,1,0,False,False,10,20
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/dao/ExampleDao.kt,62,loadExamplesForKanjis,2,1,0,False,False,10,20
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/dao/ExampleDao.kt,91,replaceLevelExamples,2,1,0,False,False,10,20
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/AdRepositoryImpl.kt,22,addAdZeroTime,2,0,0,False,False,1,2
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/AdRepositoryImpl.kt,32,isAdZeroEnabled,2,0,0,False,False,1,2
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/HomeRepositoryImpl.kt,92,toDailyExample,2,0,0,False,False,2,4
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/LevelRepositoryImpl.kt,65,calculateSessionProgress,2,2,0,False,False,3,6
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepositoryImpl.kt,81,syncReadingsIfNeeded,2,1,0,False,False,15,30
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/serializer/StudyStatusSerializer.kt,13,readFrom,2,1,0,False,False,1,2
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/service/dto/ContentDto.kt,37,forLevel,2,0,0,False,False,3,6
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,192,stringList,2,0,0,False,False,13,26
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,197,toByteArray,2,1,0,False,False,13,26
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,213,toWord,2,1,0,False,False,13,26
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/entity/JLPTLevel.kt,18,fromCode,2,0,0,False,False,2,4
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/entity/SessionType.kt,12,fromCode,2,0,0,False,False,1,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/CalculateAdZeroRemainingHours.kt,7,calculateAdZeroRemainingHours,2,1,0,False,False,1,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetAdZeroRemainingHours.kt,18,invoke,2,0,0,False,False,2,4
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetContinueSession.kt,86,firstSessionOf,2,0,0,False,False,1,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetWordDetail.kt,17,invoke,2,0,0,False,False,3,6
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/ResolveStudyEntry.kt,10,invoke,2,2,0,False,False,1,2
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.android.kt,57,load,2,0,0,False,False,6,12
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.android.kt,66,isAdValid,2,1,0,False,False,6,12
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.android.kt,87,startRefreshAd,2,2,0,False,False,6,12
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.android.kt,84,startRefreshAd,2,2,0,False,False,7,14
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.android.kt,117,isAdValid,2,1,0,False,False,7,14
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/RewardedAdManagerImpl.android.kt,25,load,2,0,0,False,False,4,8
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/RewardedAdManagerImpl.android.kt,50,isAdValid,2,0,0,False,False,4,8
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.android.kt,70,isAvailable,2,1,0,False,False,5,10
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.android.kt,74,isMuted,2,0,0,False,False,5,10
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdBinder.android.kt,8,NativeAdBinder,2,0,0,False,True,1,2
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdCallToActionView.android.kt,12,NativeAdCallToActionView,2,0,0,False,True,1,2
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdChoicesView.android.kt,10,NativeAdChoicesView,2,0,0,False,True,1,2
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdHeadlineView.android.kt,12,NativeAdHeadlineView,2,0,0,False,True,1,2
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdIconView.android.kt,12,NativeAdIconView,2,0,0,False,True,1,2
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdMediaView.android.kt,10,NativeAdMediaView,2,0,0,False,True,1,2
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/util/StatusBarAppearance.android.kt,9,DarkStatusBarIcons,2,3,0,False,True,1,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/extension/ElapsedTimeEx.kt,9,formatElapsedTime,2,2,0,False,False,1,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/AppNavHost.kt,43,AppNavHost,2,3,0,False,True,23,46
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/AppNavHost.kt,112,mainGraph,2,3,0,False,False,23,46
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/AppNavHost.kt,150,levelSelectionGraph,2,3,0,False,False,23,46
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/NavigationGuards.kt,15,navigateOnce,2,1,0,False,False,1,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/NavigationGuards.kt,19,popBackStackOnce,2,1,0,False,False,1,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/NavigationGuards.kt,27,navigateUpOnce,2,2,0,False,False,1,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/adzero/AdZeroDialog.kt,136,AdZeroDialogContent,2,5,137,False,True,6,12
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/adzero/AdZeroViewModel.kt,157,getAdZeroLeftTimeMin,2,0,0,False,False,4,8
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/BaseButton.kt,28,BaseButton,2,2,0,False,True,3,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/BuildHighlightedExample.kt,13,buildHighlightedExample,2,4,0,False,False,1,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluBottomTabBar.kt,100,tabStroke,2,2,0,False,False,4,8
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/RubyExampleText.kt,113,RubyCell,2,3,0,False,True,3,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/StudyOverviewSection.kt,152,StudyOverviewRow,2,3,0,False,True,6,12
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/TodayExampleSection.kt,115,TodayExampleCard,2,3,0,False,True,7,14
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdSession.kt,34,NativeAdSession,2,0,86,False,True,3,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,228,SearchField,2,3,0,False,True,10,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,265,ResultCountBar,2,4,0,False,True,10,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,536,SearchedWordRow,2,2,0,False,True,10,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,138,observeSearchRequests,2,3,0,False,False,10,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,325,toggle,2,2,0,False,False,10,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelMountainBackground.kt,31,LevelMountainBackground,2,3,0,False,True,2,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,91,ChapterHeader,2,2,0,False,True,8,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,390,expandedHeight,2,2,0,False,False,8,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,401,collapsedYOf,2,2,0,False,False,8,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,437,buildCollapsedStackSlots,2,1,0,False,False,8,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,507,boundsOf,2,3,0,False,False,8,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,529,stickyChapterHeader,2,2,0,False,False,8,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,551,animateChapterCollapse,2,2,0,False,False,8,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionChapterCard.kt,275,StampSlot,2,2,0,False,True,5,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,229,navigateToStudyScreen,2,0,0,False,False,16,32
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionStamps.kt,14,hasSpeedStamp,2,1,0,False,False,1,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,188,initialize,2,0,0,False,False,4,8
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/SessionCompletion.kt,269,deltaOrNull,2,1,0,False,False,9,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/SessionCompletion.kt,274,valueWithDelta,2,2,0,False,False,9,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,169,onContinueNextRoundButtonClick,2,1,0,False,False,20,40
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,614,shuffleLeftWordsAndRestart,2,1,0,False,False,20,40
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,743,shouldShowInterstitialAd,2,1,0,False,False,20,40
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/CompletionElements.kt,88,CompletionStatRow,2,2,0,False,True,2,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/SessionStatsChart.kt,55,timeAxisOf,2,1,0,False,False,7,14
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/SessionStatsChart.kt,64,accuracyAxisOf,2,1,0,False,False,7,14
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/StudyWordSection.kt,240,invisibleUnless,2,2,0,False,False,12,24
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/SwipeableWordCard.kt,43,SwipeableWordCard,2,3,74,False,True,9,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailScreen.kt,246,WordHeader,2,6,82,False,True,22,44
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailScreen.kt,338,KanjiBreakdown,2,0,0,False,True,22,44
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailScreen.kt,529,ExampleWordRow,2,2,0,False,True,22,44
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.ios.kt,34,requestInterstitialAd,2,4,0,False,False,8,16
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.ios.kt,50,load,2,0,0,False,False,8,16
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.ios.kt,58,isAdValid,2,1,0,False,False,8,16
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.ios.kt,79,startRefreshAd,2,2,0,False,False,8,16
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.ios.kt,128,startRefreshAd,2,2,0,False,False,7,14
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.ios.kt,161,isAdValid,2,1,0,False,False,7,14
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/RewardedAdManagerImpl.ios.kt,46,isAdValid,2,0,0,False,False,5,10
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/extension/IntEx.kt,6,formatWithCommas,2,0,0,False,False,2,4
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.ios.kt,33,speak,2,0,0,False,False,3,6
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.ios.kt,49,isAvailable,2,1,0,False,False,3,6
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.ios.kt,72,japaneseVoice,2,0,0,False,False,3,6
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdBinder.ios.kt,10,NativeAdBinder,2,0,0,False,True,1,2
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdCallToActionView.ios.kt,12,NativeAdCallToActionView,2,0,0,False,True,2,4
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdChoicesView.ios.kt,12,NativeAdChoicesView,2,0,0,False,True,3,6
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdHeadlineView.ios.kt,12,NativeAdHeadlineView,2,0,0,False,True,2,4
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdIconView.ios.kt,12,NativeAdIconView,2,0,0,False,True,2,4
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdMediaView.ios.kt,12,NativeAdMediaView,2,0,0,False,True,3,6
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/util/RootViewController.ios.kt,14,currentRootViewController,2,0,0,False,False,1,2
android-app,android-app/src/main/java/com/minseonglove/jlptwords/JlptWordsApplication.kt,21,onCreate,1,0,0,False,False,5,5
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/datasource/DataStoreFactory.android.kt,18,initDataStore,1,0,0,False,False,3,3
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/datasource/DataStoreFactory.android.kt,22,createDataStore,1,0,0,False,False,3,3
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/datasource/DataStoreFactory.android.kt,26,createStudyStatusDataStore,1,0,0,False,False,3,3
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/datasource/DeviceInfoDataSource.android.kt,6,getModelName,1,0,0,False,False,2,2
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/datasource/DeviceInfoDataSource.android.kt,10,getOsVersion,1,0,0,False,False,2,2
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/db/DatabaseBuilder.android.kt,11,getDatabaseBuilder,1,0,0,False,False,3,3
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,45,getExampleChunkBlobs,1,0,0,False,False,11,11
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,50,getReadingsBlob,1,0,0,False,False,11,11
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,136,getValidWords,1,0,0,False,False,11,11
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/util/PlatformTime.android.kt,5,elapsedRealtime,1,0,0,False,False,3,3
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/util/PlatformTime.android.kt,7,currentTimeMillis,1,0,0,False,False,3,3
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/util/SystemLanguage.android.kt,6,isSystemLanguageJapanese,1,0,0,False,False,1,1
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/AnalyticsDataSource.kt,4,logEvent,1,0,0,False,False,1,1
